source,target,interaction,directed,symbol,value,similarity
Enem,INEP,coocurence,false,0,1,0.109544511501
Enem,universidades,coocurence,false,0,1,0.615457454897
Enem,vestibular,coocurence,false,0,1,0.833333333333
energias não renováveis,energias renováveis,coocurence,false,0,1,0.923076923077
energias não renováveis,geo,coocurence,false,0,1,0.669534063412
energias não renováveis,geolocalização,coocurence,false,0,1,0.707106781187
energias não renováveis,governo federal,coocurence,false,0,1,0.923076923077
energias não renováveis,habitação,coocurence,false,0,1,0.923076923077
energias não renováveis,MP,coocurence,false,0,1,0.301321176571
energias não renováveis,obras,coocurence,false,0,1,0.923076923077
energias não renováveis,pac,coocurence,false,0,1,0.923076923077
energias não renováveis,PAC,coocurence,false,0,1,0.923076923077
energias não renováveis,programas de governo,coocurence,false,0,1,0.923076923077
energias não renováveis,recursos hídricos,coocurence,false,0,1,0.923076923077
energias não renováveis,saneamento e urbanismo,coocurence,false,0,1,0.923076923077
energias não renováveis,transporte,coocurence,false,0,1,0.554700196225
energias renováveis,geo,coocurence,false,0,1,0.669534063412
energias renováveis,geolocalização,coocurence,false,0,1,0.707106781187
energias renováveis,governo federal,coocurence,false,0,1,0.923076923077
energias renováveis,habitação,coocurence,false,0,1,0.923076923077
energias renováveis,MP,coocurence,false,0,1,0.301321176571
energias renováveis,obras,coocurence,false,0,1,0.923076923077
energias renováveis,pac,coocurence,false,0,1,0.923076923077
energias renováveis,PAC,coocurence,false,0,1,0.923076923077
energias renováveis,programas de governo,coocurence,false,0,1,0.923076923077
energias renováveis,recursos hídricos,coocurence,false,0,1,0.923076923077
energias renováveis,saneamento e urbanismo,coocurence,false,0,1,0.923076923077
energias renováveis,transporte,coocurence,false,0,1,0.554700196225
ensino médio,INEP,coocurence,false,0,1,0.109544511501
ensino médio,universidades,coocurence,false,0,1,0.615457454897
ensino médio,vestibular,coocurence,false,0,1,0.833333333333
ensino superior,Equipamentos públicos,coocurence,false,0,1,0.140372481269
ensino superior,estratificação Qualis,coocurence,false,0,1,0.653197264742
ensino superior,graduação,coocurence,false,0,1,0.489897948557
ensino superior,INEP,coocurence,false,0,1,0.18782971011
ensino superior,instituições de ensino superior,coocurence,false,0,2,0.610170215848
ensino superior,Teses,coocurence,false,0,1,0.653197264742
ensino superior,universidades,coocurence,false,0,1,0.422115882409
entidade pública,estrutura orgânica,coocurence,false,0,1,0.923076923077
entidade pública,estrutura organizacional,coocurence,false,0,1,0.923076923077
entidade pública,federal,coocurence,false,0,1,0.366088266073
entidade pública,fundação,coocurence,false,0,1,0.923076923077
entidade pública,hierarquia organizacional,coocurence,false,0,1,0.923076923077
entidade pública,MP,coocurence,false,0,1,0.376651470714
entidade pública,órgão,coocurence,false,0,1,0.923076923077
entidade pública,órgão colegiado,coocurence,false,0,1,0.923076923077
entidade pública,poder executivo,coocurence,false,0,1,0.923076923077
entidade pública,SIORG,coocurence,false,0,1,0.923076923077
Entidades Equiparadas,FPAS,coocurence,false,0,1,0.814955396847
Entidades Equiparadas,GPS,coocurence,false,0,5,0.815339574361
Entidades Equiparadas,GR-6,coocurence,false,0,1,0.796345198882
Entidades Equiparadas,GRPS,coocurence,false,0,7,0.848486656467
Entidades Equiparadas,Previdência Social,coocurence,false,0,8,0.490428619855
Entidades Equiparadas,Receitas,coocurence,false,0,8,0.83686974857
Entidades Equiparadas,Recolhimento,coocurence,false,0,6,0.864826862724
Entidades Equiparadas,Recolhimentos,coocurence,false,0,2,0.794363391091
Entidades Equiparadas,Rubrica,coocurence,false,0,3,0.838936683718
Entidades Equiparadas,SAE,coocurence,false,0,1,0.754073902864
Entidades Equiparadas,UF,coocurence,false,0,2,0.686701603499
entidades sociais,organizações da sociedade civil,coocurence,false,0,1,0.536056267419
entidades sociais,OSC,coocurence,false,0,1,0.536056267419
Equipamentos públicos,família,coocurence,false,0,4,0.509310043516
Equipamentos públicos,finanças,coocurence,false,0,1,0.0810440898473
Equipamentos públicos,fiscalização,coocurence,false,0,1,0.318334865446
Equipamentos públicos,geo,coocurence,false,0,1,0.286731669179
Equipamentos públicos,geolocalização,coocurence,false,0,1,0.302822393568
Equipamentos públicos,hospital,coocurence,false,0,1,0.444400903475
Equipamentos públicos,imposto de renda,coocurence,false,0,1,0.125552964115
Equipamentos públicos,INSS,coocurence,false,0,1,0.119375574542
Equipamentos públicos,instituições de ensino superior,coocurence,false,0,1,0.194661607261
Equipamentos públicos,justiça,coocurence,false,0,1,0.24565184222
Equipamentos públicos,locais de atendimento,coocurence,false,0,1,0.318334865446
Equipamentos públicos,meio ambiente,coocurence,false,0,1,0.175465601586
Equipamentos públicos,MF,coocurence,false,0,1,0.125552964115
Equipamentos públicos,Ministério da Justiça,coocurence,false,0,1,0.279351678689
Equipamentos públicos,MJ,coocurence,false,0,5,0.236540211103
Equipamentos públicos,MTE,coocurence,false,0,2,0.307331699656
Equipamentos públicos,passaporte,coocurence,false,0,1,0.318334865446
Equipamentos públicos,paz,coocurence,false,0,1,0.175465601586
Equipamentos públicos,pensionista,coocurence,false,0,1,0.199753542728
Equipamentos públicos,polícia,coocurence,false,0,3,0.316587047821
Equipamentos públicos,polícia federal,coocurence,false,0,1,0.318334865446
Equipamentos públicos,polícia rodoviária,coocurence,false,0,1,0.318334865446
Equipamentos públicos,polícia rodoviária federal,coocurence,false,0,1,0.318334865446
Equipamentos públicos,política contra as drogas,coocurence,false,0,1,0.265279054539
Equipamentos públicos,postos de saúde,coocurence,false,0,1,0.444400903475
Equipamentos públicos,Previdência,coocurence,false,0,1,0.199753542728
Equipamentos públicos,procon,coocurence,false,0,1,0.236597768912
Equipamentos públicos,qualificação profissional,coocurence,false,0,1,0.315187540284
Equipamentos públicos,receita federal,coocurence,false,0,1,0.125552964115
Equipamentos públicos,reclamação,coocurence,false,0,1,0.222841536856
Equipamentos públicos,rede privada,coocurence,false,0,1,0.515761429555
Equipamentos públicos,Rede Privada de entidades de assistência social,coocurence,false,0,1,0.515761429555
Equipamentos públicos,registro,coocurence,false,0,1,0.24565184222
Equipamentos públicos,rodovias,coocurence,false,0,1,0.318334865446
Equipamentos públicos,saúde,coocurence,false,0,1,0.444400903475
Equipamentos públicos,saúde no trabalho,coocurence,false,0,1,0.175465601586
Equipamentos públicos,segurado,coocurence,false,0,1,0.199753542728
Equipamentos públicos,segurança,coocurence,false,0,1,0.318334865446
Equipamentos públicos,segurança do trabalho,coocurence,false,0,1,0.175465601586
Equipamentos públicos,segurança pública,coocurence,false,0,1,0.318334865446
Equipamentos públicos,seguro-desemprego,coocurence,false,0,2,0.307331699656
Equipamentos públicos,serviços,coocurence,false,0,1,0.225409159603
Equipamentos públicos,substâncias psicoativas,coocurence,false,0,1,0.265279054539
Equipamentos públicos,SUS,coocurence,false,0,1,0.444400903475
Equipamentos públicos,trabalhador,coocurence,false,0,1,0.199753542728
Equipamentos públicos,trabalho,coocurence,false,0,3,0.25048565739
Equipamentos públicos,trânsito,coocurence,false,0,1,0.318334865446
Equipamentos públicos,UBS,coocurence,false,0,1,0.444400903475
Equipamentos públicos,universidades,coocurence,false,0,1,0.190457530061
Espécie,Histórico,coocurence,false,0,2,0.857194615415
Espécie,Previdência Social,coocurence,false,0,3,0.701068713223
Espécie,UF,coocurence,false,0,1,0.788560914965
Espécies,Pensão Alimentícia,coocurence,false,0,1,0.880172458847
Espécies,Pensão por morte,coocurence,false,0,1,0.91894162569
Espécies,Previdência Social,coocurence,false,0,3,0.720373672434
Espécies,UF,coocurence,false,0,1,0.806283597807
estabelecimento,GFIP,coocurence,false,0,1,0.709928880682
estabelecimento,Previdência Social,coocurence,false,0,1,0.435948504912
estabelecimento,vinculos,coocurence,false,0,1,0.848668424792
Estabelecimentos,GFIP,coocurence,false,0,2,0.774374243776
Estabelecimentos,Previdência Social,coocurence,false,0,2,0.498276287573
Estabelecimentos,SIMPLES,coocurence,false,0,2,0.8
estadual,fornecedores,coocurence,false,0,1,0.0230204627758
estadual,municipal,coocurence,false,0,3,0.72250101869
estadual,ocorrências criminais,coocurence,false,0,2,0.753370803501
estadual,ocorrências-criminais,coocurence,false,0,1,0.604040449693
estadual,pe,coocurence,false,0,1,0.604040449693
estadual,pernambuco,coocurence,false,0,1,0.604040449693
estadual,rio grande do sul,coocurence,false,0,2,0.753370803501
estadual,RS,coocurence,false,0,2,0.753370803501
estadual,violência contra a mulher,coocurence,false,0,1,0.805387266257
estratificação Qualis,instituições de ensino superior,coocurence,false,0,1,0.679366220487
estratificação Qualis,Teses,coocurence,false,0,1,0.833333333333
estrutura orgânica,estrutura organizacional,coocurence,false,0,1,0.923076923077
estrutura orgânica,federal,coocurence,false,0,1,0.366088266073
estrutura orgânica,fundação,coocurence,false,0,1,0.923076923077
estrutura orgânica,hierarquia organizacional,coocurence,false,0,1,0.923076923077
estrutura orgânica,MP,coocurence,false,0,1,0.376651470714
estrutura orgânica,órgão,coocurence,false,0,1,0.923076923077
estrutura orgânica,órgão colegiado,coocurence,false,0,1,0.923076923077
estrutura orgânica,poder executivo,coocurence,false,0,1,0.923076923077
estrutura orgânica,SIORG,coocurence,false,0,1,0.923076923077
estrutura organizacional,federal,coocurence,false,0,1,0.366088266073
estrutura organizacional,fundação,coocurence,false,0,1,0.923076923077
estrutura organizacional,hierarquia organizacional,coocurence,false,0,1,0.923076923077
estrutura organizacional,MP,coocurence,false,0,1,0.376651470714
estrutura organizacional,órgão,coocurence,false,0,1,0.923076923077
estrutura organizacional,órgão colegiado,coocurence,false,0,1,0.923076923077
estrutura organizacional,poder executivo,coocurence,false,0,1,0.923076923077
estrutura organizacional,SIORG,coocurence,false,0,1,0.923076923077
euro,ipea,coocurence,false,0,1,0.857142857143
euro,ipeadata,coocurence,false,0,1,0.857142857143
Exame de cursos,INEP,coocurence,false,0,1,0.34
Exame de cursos,Provão,coocurence,false,0,1,0.8
execução orçamentária,governo do estado,coocurence,false,0,1,0.668993608006
execução orçamentária,MP,coocurence,false,0,1,0.0502201960952
execução orçamentária,orçamento,coocurence,false,0,1,0.32025630761
execução orçamentária,orçamento federal,coocurence,false,0,1,0.32025630761
execução orçamentária,São Paulo,coocurence,false,0,2,0.480384461415
execução orçamentária,SP,coocurence,false,0,2,0.509524665365
executivo,federal,coocurence,false,0,1,0.67551551826
executivo,MP,coocurence,false,0,1,0.228473570818
executivo,portal da transparência,coocurence,false,0,2,0.736842105263
executivo,servidor federal,coocurence,false,0,1,0.811107105654
executivo,servidor público,coocurence,false,0,1,0.811107105654
executivo,SIAPE,coocurence,false,0,1,0.811107105654
executivo,transparência,coocurence,false,0,2,0.67551551826
exportações,gás natural,coocurence,false,0,1,0.711512473538
exportações,importações,coocurence,false,0,1,0.8
exportações,petróleo,coocurence,false,0,1,0.680336051417
família,geo,coocurence,false,0,1,0.434679908184
família,geolocalização,coocurence,false,0,1,0.459073148805
família,hospital,coocurence,false,0,1,0.670495439579
família,IBGE,coocurence,false,0,1,0.0494589117656
família,postos de saúde,coocurence,false,0,1,0.670495439579
família,rede privada,coocurence,false,0,1,0.764509572108
família,Rede Privada de entidades de assistência social,coocurence,false,0,1,0.764509572108
família,residências,coocurence,false,0,1,0.141156934648
família,saúde,coocurence,false,0,1,0.670495439579
família,serviços,coocurence,false,0,1,0.336320600006
família,SUS,coocurence,false,0,1,0.670495439579
família,UBS,coocurence,false,0,1,0.670495439579
federal,fornecedores,coocurence,false,0,2,0.497619154701
federal,fundação,coocurence,false,0,1,0.366088266073
federal,gastos diretos,coocurence,false,0,1,0.590299591942
federal,hierarquia organizacional,coocurence,false,0,1,0.366088266073
federal,licitantes inidôneas,coocurence,false,0,1,0.498894211695
federal,MP,coocurence,false,0,2,0.321737928931
federal,órgão,coocurence,false,0,1,0.366088266073
federal,órgão colegiado,coocurence,false,0,1,0.366088266073
federal,poder executivo,coocurence,false,0,1,0.366088266073
federal,poder legislativo,coocurence,false,0,1,0.160540324767
federal,portal da transparência,coocurence,false,0,4,0.652221879699
federal,projetos de lei,coocurence,false,0,1,0.207256668072
federal,proposições parlamentares,coocurence,false,0,1,0.207256668072
federal,repasse,coocurence,false,0,1,0.507673082567
federal,servidor federal,coocurence,false,0,1,0.610264434825
federal,servidor público,coocurence,false,0,1,0.610264434825
federal,SIAPE,coocurence,false,0,1,0.610264434825
federal,SIORG,coocurence,false,0,1,0.366088266073
federal,TCU,coocurence,false,0,1,0.381036748144
federal,transparência,coocurence,false,0,5,0.618556701031
filiação partidária,partidos,coocurence,false,0,1,0.692820323028
filiação partidária,partidos políticos,coocurence,false,0,1,0.639009650423
filiação partidária,TSE,coocurence,false,0,1,0.533333333333
finanças,IBGE,coocurence,false,0,2,0.390360029179
finanças,imposto de renda,coocurence,false,0,1,0.34426518633
finanças,índice,coocurence,false,0,2,0.738548945876
finanças,inflação,coocurence,false,0,2,0.73029674334
finanças,INPC,coocurence,false,0,1,0.727392967453
finanças,IPCA,coocurence,false,0,1,0.713932893462
finanças,IPCA15,coocurence,false,0,1,0.727392967453
finanças,MF,coocurence,false,0,1,0.34426518633
finanças,preços,coocurence,false,0,2,0.7126966451
finanças,produtos,coocurence,false,0,1,0.727392967453
finanças,receita federal,coocurence,false,0,1,0.34426518633
finanças,serviços,coocurence,false,0,1,0.357830026748
fiscalização,MJ,coocurence,false,0,1,0.341753371301
fiscalização,polícia,coocurence,false,0,1,0.667124384995
fiscalização,polícia rodoviária,coocurence,false,0,1,0.857142857143
fiscalização,polícia rodoviária federal,coocurence,false,0,1,0.857142857143
fiscalização,rodovias,coocurence,false,0,1,0.857142857143
fiscalização,trânsito,coocurence,false,0,1,0.857142857143
Fontes de Receitas,GPS,coocurence,false,0,2,0.724008097767
Fontes de Receitas,Previdência Social,coocurence,false,0,2,0.540919340276
Fontes de Receitas,Receitas,coocurence,false,0,1,0.786274026643
Fontes de Receitas,Recolhimento,coocurence,false,0,1,0.787717658006
Fontes de Receitas,UF,coocurence,false,0,1,0.727670442923
fornecedores,leilão,coocurence,false,0,1,0.686643649131
fornecedores,licitação,coocurence,false,0,1,0.686643649131
fornecedores,licitantes inidôneas,coocurence,false,0,1,0.582181736427
fornecedores,materiais,coocurence,false,0,1,0.686643649131
fornecedores,modalidades,coocurence,false,0,1,0.686643649131
fornecedores,MP,coocurence,false,0,1,0.418358826851
fornecedores,ocorrências,coocurence,false,0,1,0.686643649131
fornecedores,portal da transparência,coocurence,false,0,1,0.481869424652
fornecedores,preços praticados,coocurence,false,0,1,0.686643649131
fornecedores,pregão,coocurence,false,0,1,0.686643649131
fornecedores,registro de preços,coocurence,false,0,1,0.686643649131
fornecedores,serviços,coocurence,false,0,1,0.544388228581
fornecedores,SIASG,coocurence,false,0,1,0.686643649131
fornecedores,SICAF,coocurence,false,0,1,0.686643649131
fornecedores,sustentável,coocurence,false,0,1,0.686643649131
fornecedores,TCU,coocurence,false,0,1,0.4446486459
fornecedores,tomada de preços,coocurence,false,0,1,0.686643649131
fornecedores,transparência,coocurence,false,0,2,0.497619154701
FPAS,GRPS,coocurence,false,0,1,0.807692307692
FPAS,Previdência Social,coocurence,false,0,1,0.399470190283
FPAS,Receitas,coocurence,false,0,1,0.776823455191
FPAS,Recolhimento,coocurence,false,0,1,0.80439966654
FPAS,Rubrica,coocurence,false,0,1,0.893819357297
função de confiança,função pública,coocurence,false,0,1,0.8
função de confiança,inabilitados,coocurence,false,0,1,0.8
função de confiança,TCU,coocurence,false,0,1,0.516397779494
função pública,inabilitados,coocurence,false,0,1,0.8
função pública,TCU,coocurence,false,0,1,0.516397779494
fundação,hierarquia organizacional,coocurence,false,0,1,0.923076923077
fundação,MP,coocurence,false,0,1,0.376651470714
fundação,órgão,coocurence,false,0,1,0.923076923077
fundação,órgão colegiado,coocurence,false,0,1,0.923076923077
fundação,poder executivo,coocurence,false,0,1,0.923076923077
fundação,SIORG,coocurence,false,0,1,0.923076923077
fundo-de-garantia,GFIP,coocurence,false,0,1,0.687743603161
fundo-de-garantia,Previdência Social,coocurence,false,0,1,0.430017232736
fundo-de-garantia,tempo-de-servico,coocurence,false,0,1,0.857142857143
fundo-de-garantia,vinculos,coocurence,false,0,1,0.848668424792
gás natural,importações,coocurence,false,0,1,0.711512473538
gás natural,indústria,coocurence,false,0,2,0.694365074829
gás natural,petróleo,coocurence,false,0,3,0.687256450367
gastos diretos,portal da transparência,coocurence,false,0,1,0.71818484646
gastos diretos,transparência,coocurence,false,0,1,0.68111491378
geo,geolocalização,coocurence,false,0,2,0.801192744802
geo,governo federal,coocurence,false,0,1,0.669534063412
geo,habitação,coocurence,false,0,1,0.669534063412
geo,hospital,coocurence,false,0,1,0.615881762051
geo,mapa,coocurence,false,0,1,0.214422506968
geo,MP,coocurence,false,0,1,0.252180989677
geo,obras,coocurence,false,0,1,0.669534063412
geo,organizações da sociedade civil,coocurence,false,0,1,0.206896551724
geo,OSC,coocurence,false,0,1,0.206896551724
geo,pac,coocurence,false,0,1,0.669534063412
geo,PAC,coocurence,false,0,1,0.669534063412
geo,postos de saúde,coocurence,false,0,1,0.615881762051
geo,programas de governo,coocurence,false,0,1,0.669534063412
geo,recursos hídricos,coocurence,false,0,1,0.669534063412
geo,saneamento e urbanismo,coocurence,false,0,1,0.669534063412
geo,saúde,coocurence,false,0,1,0.615881762051
geo,SUS,coocurence,false,0,1,0.615881762051
geo,transporte,coocurence,false,0,1,0.402339899384
geo,UBS,coocurence,false,0,1,0.615881762051
Geoespacial,Geoserviço,coocurence,false,0,734,0.666666666667
Geoespacial,INDE,coocurence,false,0,734,0.666666666667
geografia,IBGE,coocurence,false,0,1,0.0597614304667
geografia,municípios,coocurence,false,0,1,0.5
geolocalização,governo federal,coocurence,false,0,1,0.707106781187
geolocalização,habitação,coocurence,false,0,1,0.707106781187
geolocalização,hospital,coocurence,false,0,1,0.650443635588
geolocalização,MP,coocurence,false,0,1,0.230821767874
geolocalização,obras,coocurence,false,0,1,0.707106781187
geolocalização,pac,coocurence,false,0,1,0.707106781187
geolocalização,PAC,coocurence,false,0,1,0.707106781187
geolocalização,postos de saúde,coocurence,false,0,1,0.650443635588
geolocalização,programas de governo,coocurence,false,0,1,0.707106781187
geolocalização,recursos hídricos,coocurence,false,0,1,0.707106781187
geolocalização,saneamento e urbanismo,coocurence,false,0,1,0.707106781187
geolocalização,saúde,coocurence,false,0,1,0.650443635588
geolocalização,SUS,coocurence,false,0,1,0.650443635588
geolocalização,transporte,coocurence,false,0,1,0.424918292799
geolocalização,UBS,coocurence,false,0,1,0.650443635588
Geoserviço,INDE,coocurence,false,0,734,0.666666666667
GFIP,GPS,coocurence,false,0,5,0.760604416386
GFIP,guia,coocurence,false,0,1,0.698836241922
GFIP,guia-de-recolhimento,coocurence,false,0,2,0.752705489838
GFIP,Pessoa Física,coocurence,false,0,1,0.813749205323
GFIP,Previdência Social,coocurence,false,0,19,0.557270603116
GFIP,recolhimento,coocurence,false,0,1,0.698836241922
GFIP,SAE,coocurence,false,0,1,0.740274464382
GFIP,SIMPLES,coocurence,false,0,2,0.774374243776
GFIP,tempo-de-servico,coocurence,false,0,1,0.687743603161
GFIP,Unidade da Federação,coocurence,false,0,1,0.774374243776
GFIP,valores,coocurence,false,0,1,0.742847993179
GFIP,vinculos,coocurence,false,0,2,0.742847993179
governo do estado,São Paulo,coocurence,false,0,2,0.580258853186
governo do estado,serviços oferecidos,coocurence,false,0,1,0.753778361444
governo do estado,SP,coocurence,false,0,2,0.615457454897
governo eletrônico,localização internet,coocurence,false,0,1,0.666666666667
governo federal,habitação,coocurence,false,0,1,0.923076923077
governo federal,MP,coocurence,false,0,1,0.301321176571
governo federal,obras,coocurence,false,0,1,0.923076923077
governo federal,pac,coocurence,false,0,1,0.923076923077
governo federal,PAC,coocurence,false,0,1,0.923076923077
governo federal,programas de governo,coocurence,false,0,1,0.923076923077
governo federal,recursos hídricos,coocurence,false,0,1,0.923076923077
governo federal,saneamento e urbanismo,coocurence,false,0,1,0.923076923077
governo federal,transporte,coocurence,false,0,1,0.554700196225
governo municipal,legislativo,coocurence,false,0,1,0.625
governo municipal,SP,coocurence,false,0,1,0.306186217848
governo municipal,vereadores,coocurence,false,0,1,0.721687836487
GPS,GR-6,coocurence,false,0,2,0.757386137143
GPS,GRPS,coocurence,false,0,5,0.834245685744
GPS,Pessoa Física,coocurence,false,0,1,0.703010545237
GPS,Previdência Social,coocurence,false,0,13,0.60504632143
GPS,Receitas,coocurence,false,0,7,0.833595512191
GPS,Recolhimento,coocurence,false,0,5,0.823835655552
GPS,Recolhimentos,coocurence,false,0,1,0.784936398966
GPS,Rubrica,coocurence,false,0,1,0.772320423396
GPS,SAE,coocurence,false,0,1,0.875869861589
GPS,UF,coocurence,false,0,2,0.776924680803
GR-6,GRPS,coocurence,false,0,2,0.767637607488
GR-6,Previdência Social,coocurence,false,0,2,0.451678660366
GR-6,Receitas,coocurence,false,0,2,0.730118983861
GR-6,Recolhimentos,coocurence,false,0,1,0.85769002787
graduação,INEP,coocurence,false,0,1,0.292118697336
GRPS,Previdência Social,coocurence,false,0,8,0.503178797376
GRPS,Receitas,coocurence,false,0,8,0.834482416103
GRPS,Recolhimento,coocurence,false,0,5,0.891589840186
GRPS,Recolhimentos,coocurence,false,0,2,0.806028676044
GRPS,Rubrica,coocurence,false,0,3,0.83161214928
GRPS,SAE,coocurence,false,0,1,0.765147533713
GRPS,UF,coocurence,false,0,2,0.688076043826
guia,guia-de-recolhimento,coocurence,false,0,1,0.866921446863
guia,Previdência Social,coocurence,false,0,1,0.432982868824
guia,recolhimento,coocurence,false,0,1,0.857142857143
guia-de-recolhimento,Previdência Social,coocurence,false,0,2,0.472825404311
guia-de-recolhimento,recolhimento,coocurence,false,0,1,0.866921446863
guia-de-recolhimento,valores,coocurence,false,0,1,0.851256530759
habitação,MP,coocurence,false,0,1,0.301321176571
habitação,obras,coocurence,false,0,1,0.923076923077
habitação,pac,coocurence,false,0,1,0.923076923077
habitação,PAC,coocurence,false,0,1,0.923076923077
habitação,programas de governo,coocurence,false,0,1,0.923076923077
habitação,recursos hídricos,coocurence,false,0,1,0.923076923077
habitação,saneamento e urbanismo,coocurence,false,0,1,0.923076923077
habitação,transporte,coocurence,false,0,1,0.554700196225
helicóptero,investigação,coocurence,false,0,1,0.888888888889
helicóptero,prevenção,coocurence,false,0,1,0.888888888889
helicóptero,Sipaer,coocurence,false,0,1,0.888888888889
helicóptero,transporte aéreo,coocurence,false,0,1,0.471404520791
hierarquia organizacional,MP,coocurence,false,0,1,0.376651470714
hierarquia organizacional,órgão,coocurence,false,0,1,0.923076923077
hierarquia organizacional,órgão colegiado,coocurence,false,0,1,0.923076923077
hierarquia organizacional,poder executivo,coocurence,false,0,1,0.923076923077
hierarquia organizacional,SIORG,coocurence,false,0,1,0.923076923077
Histórico,Pensão por morte,coocurence,false,0,1,0.888481048129
Histórico,Previdência Social,coocurence,false,0,3,0.699458262837
Histórico,Valor de benefício,coocurence,false,0,1,0.788810637747
horas-aula diária,INEP,coocurence,false,0,1,0.839841254841
horas-aula diária,rendimento escolar,coocurence,false,0,1,0.874385649785
hospital,postos de saúde,coocurence,false,0,1,0.909090909091
hospital,saúde,coocurence,false,0,1,0.909090909091
hospital,SUS,coocurence,false,0,1,0.909090909091
hospital,UBS,coocurence,false,0,1,0.909090909091
IBGE,índice,coocurence,false,0,2,0.432449982094
IBGE,índices,coocurence,false,0,1,0.379536057638
IBGE,inflação,coocurence,false,0,3,0.414254924964
IBGE,INPC,coocurence,false,0,1,0.383325939
IBGE,IPCA,coocurence,false,0,2,0.424183890299
IBGE,IPCA15,coocurence,false,0,1,0.4472135955
IBGE,lixo,coocurence,false,0,1,0.169030850946
IBGE,lixo domiciliar,coocurence,false,0,1,0.169030850946
IBGE,Ministério da Saúde,coocurence,false,0,5,0.516752326587
IBGE,morbidade,coocurence,false,0,4,0.558406824652
IBGE,mortalidade,coocurence,false,0,1,0.491353814912
IBGE,MS,coocurence,false,0,5,0.516752326587
IBGE,municípios,coocurence,false,0,1,0.0597614304667
IBGE,óbitos,coocurence,false,0,1,0.491353814912
IBGE,população ativa,coocurence,false,0,1,0.0975900072949
IBGE,preços,coocurence,false,0,3,0.404271411492
IBGE,Previdência Social,coocurence,false,0,1,0.00994704583339
IBGE,produtos,coocurence,false,0,1,0.383325939
IBGE,residências,coocurence,false,0,2,0.178376517003
IBGE,saneamento,coocurence,false,0,1,0.169030850946
IBGE,saneamento ambiental,coocurence,false,0,2,0.458682472294
IBGE,serviços,coocurence,false,0,1,0.185714285714
IBGE,sexo,coocurence,false,0,1,0.0975900072949
IBGE,trabalho,coocurence,false,0,1,0.0274204248554
Idade,Pensão por morte,coocurence,false,0,1,0.829501895414
Idade,Previdência Social,coocurence,false,0,1,0.634244110207
imóveis,imóveis dominiais,coocurence,false,0,1,0.9
imóveis,MP,coocurence,false,0,1,0.257669250441
imóveis,patrimônio da união,coocurence,false,0,1,0.9
imóveis,SIAPA,coocurence,false,0,1,0.9
imóveis,SPU,coocurence,false,0,1,0.9
imóveis dominiais,MP,coocurence,false,0,1,0.257669250441
imóveis dominiais,patrimônio da união,coocurence,false,0,1,0.9
imóveis dominiais,SIAPA,coocurence,false,0,1,0.9
imóveis dominiais,SPU,coocurence,false,0,1,0.9
importações,petróleo,coocurence,false,0,1,0.680336051417
imposto de renda,MF,coocurence,false,0,1,0.8
imposto de renda,receita federal,coocurence,false,0,1,0.8
inabilitados,TCU,coocurence,false,0,1,0.516397779494
Incapacidade,Previdência Social,coocurence,false,0,2,0.667762209516
Indicador,PGI,coocurence,false,0,164,0.0
índice,inflação,coocurence,false,0,2,0.809039834956
índice,INPC,coocurence,false,0,1,0.805822964025
índice,IPCA,coocurence,false,0,1,0.790911578839
índice,IPCA15,coocurence,false,0,1,0.805822964025
índice,preços,coocurence,false,0,2,0.789542033952
índice,produtos,coocurence,false,0,1,0.805822964025
índice,serviços,coocurence,false,0,1,0.360374985078
índices,inflação,coocurence,false,0,1,0.710046946805
índices,IPCA,coocurence,false,0,1,0.801783725737
índices,preços,coocurence,false,0,1,0.692934867184
indústria,petróleo,coocurence,false,0,2,0.737711113563
INEP,magistério,coocurence,false,0,1,0.785068999091
INEP,não resposta,coocurence,false,0,1,0.62
INEP,PNERA,coocurence,false,0,1,0.3577708764
INEP,profissionais do magistério,coocurence,false,0,1,0.785068999091
INEP,Prova Brasil,coocurence,false,0,1,0.413118223595
INEP,Provão,coocurence,false,0,1,0.34
INEP,reforma agrária,coocurence,false,0,1,0.3577708764
INEP,rendimento escolar,coocurence,false,0,4,0.800079361143
INEP,SAEB,coocurence,false,0,1,0.84
INEP,tid,coocurence,false,0,1,0.794444999445
INEP,universidades,coocurence,false,0,1,0.134839972493
INEP,vestibular,coocurence,false,0,1,0.109544511501
inflação,INPC,coocurence,false,0,1,0.717137165601
inflação,IPCA,coocurence,false,0,2,0.793575393244
inflação,IPCA15,coocurence,false,0,1,0.836660026534
inflação,preços,coocurence,false,0,3,0.756322556535
inflação,produtos,coocurence,false,0,1,0.717137165601
inflação,serviços,coocurence,false,0,1,0.320713490295
infraestrutura,passageiros avião,coocurence,false,0,1,0.851256530759
infraestrutura,reclamação,coocurence,false,0,1,0.291294927733
infraestrutura,transporte,coocurence,false,0,2,0.660295644514
infraestrutura,transporte aéreo,coocurence,false,0,2,0.700349291736
INPC,preços,coocurence,false,0,1,0.699854212224
INPC,produtos,coocurence,false,0,1,0.857142857143
INPC,serviços,coocurence,false,0,1,0.383325939
INPE,poluição,coocurence,false,0,1,0.8
INSS,pensionista,coocurence,false,0,1,0.5378528742
INSS,Previdência,coocurence,false,0,1,0.5378528742
INSS,Previdência Social,coocurence,false,0,2,0.376635783155
INSS,Reabilitação Profissional,coocurence,false,0,1,0.676123403783
INSS,segurado,coocurence,false,0,1,0.5378528742
